지점,지점명,일시,일강수량(mm)
410,기상청,2022-06-13,0
410,기상청,2022-06-14,0
410,기상청,2022-06-15,12
410,기상청,2022-06-16,4
410,기상청,2022-06-17,0
410,기상청,2022-06-18,0
410,기상청,2022-06-19,0
410,기상청,2022-06-20,0
410,기상청,2022-06-21,0
410,기상청,2022-06-22,0
410,기상청,2022-06-23,80
410,기상청,2022-06-24,24.5
410,기상청,2022-06-25,0
410,기상청,2022-06-26,0
410,기상청,2022-06-27,7
410,기상청,2022-06-28,2.5
410,기상청,2022-06-29,41.5
410,기상청,2022-06-30,194
410,기상청,2022-07-01,0
410,기상청,2022-07-02,0
410,기상청,2022-07-03,0
410,기상청,2022-07-04,0
410,기상청,2022-07-05,19.5
410,기상청,2022-07-06,22
410,기상청,2022-07-07,0.5
410,기상청,2022-07-08,1.5
410,기상청,2022-07-09,0
410,기상청,2022-07-10,0
410,기상청,2022-07-11,3
410,기상청,2022-07-12,0
410,기상청,2022-07-13,135
410,기상청,2022-07-14,0.5
410,기상청,2022-07-15,0
410,기상청,2022-07-16,0
410,기상청,2022-07-17,0
410,기상청,2022-07-18,0
410,기상청,2022-07-19,0
410,기상청,2022-07-20,1.5
410,기상청,2022-07-21,21.5
410,기상청,2022-07-22,16.5
410,기상청,2022-07-23,20
410,기상청,2022-07-24,0.5
410,기상청,2022-07-25,0
410,기상청,2022-07-26,0
410,기상청,2022-07-27,0
410,기상청,2022-07-28,0
410,기상청,2022-07-29,0
410,기상청,2022-07-30,0
410,기상청,2022-07-31,38
410,기상청,2022-08-01,32
410,기상청,2022-08-02,49
410,기상청,2022-08-03,49
410,기상청,2022-08-04,0.5
410,기상청,2022-08-05,0
410,기상청,2022-08-06,2.5
410,기상청,2022-08-07,1
410,기상청,2022-08-08,381.5
410,기상청,2022-08-09,134
889,현충원,2013-01-01,1.5
889,현충원,2013-01-02,0
889,현충원,2013-01-03,0
889,현충원,2013-01-04,0
889,현충원,2013-01-05,0
889,현충원,2013-01-06,0
889,현충원,2013-01-07,0
889,현충원,2013-01-08,0
889,현충원,2013-01-09,0
889,현충원,2013-01-10,0
889,현충원,2013-01-11,0
889,현충원,2013-01-12,0.5
889,현충원,2013-01-13,0
889,현충원,2013-01-14,0
889,현충원,2013-01-15,0
889,현충원,2013-01-16,0
889,현충원,2013-01-17,0
889,현충원,2013-01-18,0
889,현충원,2013-01-19,0
889,현충원,2013-01-20,0
889,현충원,2013-01-21,17
889,현충원,2013-01-22,0
889,현충원,2013-01-23,0.5
889,현충원,2013-01-24,0
889,현충원,2013-01-25,0
889,현충원,2013-01-26,0
889,현충원,2013-01-27,0
889,현충원,2013-01-28,0
889,현충원,2013-01-29,0
889,현충원,2013-01-30,0
889,현충원,2013-01-31,0
889,현충원,2013-02-01,45
889,현충원,2013-02-02,0
889,현충원,2013-02-03,5
889,현충원,2013-02-04,8
889,현충원,2013-02-05,4.5
889,현충원,2013-02-06,1.5
889,현충원,2013-02-07,0
889,현충원,2013-02-08,0
889,현충원,2013-02-09,0
889,현충원,2013-02-10,0
889,현충원,2013-02-11,0
889,현충원,2013-02-12,0
889,현충원,2013-02-13,0
889,현충원,2013-02-14,0
889,현충원,2013-02-15,0
889,현충원,2013-02-16,0
889,현충원,2013-02-17,0
889,현충원,2013-02-18,0
889,현충원,2013-02-19,0
889,현충원,2013-02-20,0
889,현충원,2013-02-21,0
889,현충원,2013-02-22,1
889,현충원,2013-02-23,0
889,현충원,2013-02-24,0
889,현충원,2013-02-25,0
889,현충원,2013-02-26,0
889,현충원,2013-02-27,0
889,현충원,2013-02-28,1.5
889,현충원,2013-03-01,4.5
889,현충원,2013-03-02,0
889,현충원,2013-03-03,0
889,현충원,2013-03-04,0
889,현충원,2013-03-05,0
889,현충원,2013-03-06,0
889,현충원,2013-03-07,1
889,현충원,2013-03-08,0
889,현충원,2013-03-09,0
889,현충원,2013-03-10,0
889,현충원,2013-03-11,0
889,현충원,2013-03-12,4
889,현충원,2013-03-13,13.5
889,현충원,2013-03-14,0
889,현충원,2013-03-15,0
889,현충원,2013-03-16,0
889,현충원,2013-03-17,10
889,현충원,2013-03-18,1
889,현충원,2013-03-19,0
889,현충원,2013-03-20,0
889,현충원,2013-03-21,0
889,현충원,2013-03-22,0
889,현충원,2013-03-23,0
889,현충원,2013-03-24,0
889,현충원,2013-03-25,0
889,현충원,2013-03-26,0
889,현충원,2013-03-27,0
889,현충원,2013-03-28,0
889,현충원,2013-03-29,0
889,현충원,2013-03-30,0.5
889,현충원,2013-03-31,0
889,현충원,2013-04-01,0
889,현충원,2013-04-02,9
889,현충원,2013-04-03,0
889,현충원,2013-04-04,0
889,현충원,2013-04-05,0
889,현충원,2013-04-06,19
889,현충원,2013-04-07,0.5
889,현충원,2013-04-08,1
889,현충원,2013-04-09,0.5
889,현충원,2013-04-10,0
889,현충원,2013-04-11,0
889,현충원,2013-04-12,0
889,현충원,2013-04-13,0
889,현충원,2013-04-14,1
889,현충원,2013-04-15,0
889,현충원,2013-04-16,0
889,현충원,2013-04-17,0
889,현충원,2013-04-18,0
889,현충원,2013-04-19,0
889,현충원,2013-04-20,11
889,현충원,2013-04-21,0
889,현충원,2013-04-22,0
889,현충원,2013-04-23,7
889,현충원,2013-04-24,0
889,현충원,2013-04-25,5
889,현충원,2013-04-26,0
889,현충원,2013-04-27,0
889,현충원,2013-04-28,0
889,현충원,2013-04-29,18.5
889,현충원,2013-04-30,0
889,현충원,2013-05-01,0
889,현충원,2013-05-02,3.5
889,현충원,2013-05-03,0
889,현충원,2013-05-04,0
889,현충원,2013-05-05,0
889,현충원,2013-05-06,0
889,현충원,2013-05-07,0
889,현충원,2013-05-08,0
889,현충원,2013-05-09,2.5
889,현충원,2013-05-10,17
889,현충원,2013-05-11,0
889,현충원,2013-05-12,0.5
889,현충원,2013-05-13,0
889,현충원,2013-05-14,0
889,현충원,2013-05-15,0
889,현충원,2013-05-16,0
889,현충원,2013-05-17,0
889,현충원,2013-05-18,14.5
889,현충원,2013-05-19,23.5
889,현충원,2013-05-20,0
889,현충원,2013-05-21,0
889,현충원,2013-05-22,0
889,현충원,2013-05-23,0
889,현충원,2013-05-24,0
889,현충원,2013-05-25,0
889,현충원,2013-05-26,0
889,현충원,2013-05-27,50.5
889,현충원,2013-05-28,10
889,현충원,2013-05-29,1.5
889,현충원,2013-05-30,0
889,현충원,2013-05-31,0
889,현충원,2013-06-01,0
889,현충원,2013-06-02,0
889,현충원,2013-06-03,0
889,현충원,2013-06-04,0
889,현충원,2013-06-05,0
889,현충원,2013-06-06,0
889,현충원,2013-06-07,0
889,현충원,2013-06-08,0
889,현충원,2013-06-09,0
889,현충원,2013-06-10,0
889,현충원,2013-06-11,3.5
889,현충원,2013-06-12,2.5
889,현충원,2013-06-13,0
889,현충원,2013-06-14,0
889,현충원,2013-06-15,0
889,현충원,2013-06-16,0
889,현충원,2013-06-17,0
889,현충원,2013-06-18,25
889,현충원,2013-06-19,0
889,현충원,2013-06-20,0
889,현충원,2013-06-21,0
889,현충원,2013-06-22,0
889,현충원,2013-06-23,0
889,현충원,2013-06-24,0
889,현충원,2013-06-25,0
889,현충원,2013-06-26,0
889,현충원,2013-06-27,0
889,현충원,2013-06-28,1
889,현충원,2013-06-29,0
889,현충원,2013-06-30,12
889,현충원,2013-07-01,0
889,현충원,2013-07-02,45
889,현충원,2013-07-03,0
889,현충원,2013-07-04,23
889,현충원,2013-07-05,1
889,현충원,2013-07-06,0
889,현충원,2013-07-07,2
889,현충원,2013-07-08,56.5
889,현충원,2013-07-09,6
889,현충원,2013-07-10,3
889,현충원,2013-07-11,23.5
889,현충원,2013-07-12,30
889,현충원,2013-07-13,166
889,현충원,2013-07-14,11
889,현충원,2013-07-15,13
889,현충원,2013-07-16,0
889,현충원,2013-07-17,29.5
889,현충원,2013-07-18,4.5
889,현충원,2013-07-19,0
889,현충원,2013-07-20,0
889,현충원,2013-07-21,1
889,현충원,2013-07-22,134.5
889,현충원,2013-07-23,32
889,현충원,2013-07-24,5
889,현충원,2013-07-25,0
889,현충원,2013-07-26,0
889,현충원,2013-07-27,0
889,현충원,2013-07-28,10.5
889,현충원,2013-07-29,1
889,현충원,2013-07-30,10.5
889,현충원,2013-07-31,11.5
889,현충원,2013-08-01,0
889,현충원,2013-08-02,2
889,현충원,2013-08-03,0
889,현충원,2013-08-04,0
889,현충원,2013-08-05,19
889,현충원,2013-08-06,44
889,현충원,2013-08-07,0
889,현충원,2013-08-08,0
889,현충원,2013-08-09,0
889,현충원,2013-08-10,21.5
889,현충원,2013-08-11,0
889,현충원,2013-08-12,0
889,현충원,2013-08-13,0
889,현충원,2013-08-14,0
889,현충원,2013-08-15,0
889,현충원,2013-08-16,0
889,현충원,2013-08-17,0
889,현충원,2013-08-18,0
889,현충원,2013-08-19,1
889,현충원,2013-08-20,0
889,현충원,2013-08-21,0
889,현충원,2013-08-22,0
889,현충원,2013-08-23,52.5
889,현충원,2013-08-24,0
889,현충원,2013-08-25,0
889,현충원,2013-08-26,0
889,현충원,2013-08-27,0
889,현충원,2013-08-28,0
889,현충원,2013-08-29,12.5
889,현충원,2013-08-30,0
889,현충원,2013-08-31,0
889,현충원,2013-09-01,0
889,현충원,2013-09-02,0
889,현충원,2013-09-03,0
889,현충원,2013-09-04,0
889,현충원,2013-09-05,0
889,현충원,2013-09-06,0
889,현충원,2013-09-07,0
889,현충원,2013-09-08,0
889,현충원,2013-09-09,0
889,현충원,2013-09-10,13
889,현충원,2013-09-11,47.5
889,현충원,2013-09-12,0.5
889,현충원,2013-09-13,100.5
889,현충원,2013-09-14,14.5
889,현충원,2013-09-15,0
889,현충원,2013-09-16,0
889,현충원,2013-09-17,0
889,현충원,2013-09-18,0
889,현충원,2013-09-19,0
889,현충원,2013-09-20,0
889,현충원,2013-09-21,0
889,현충원,2013-09-22,0
889,현충원,2013-09-23,0
889,현충원,2013-09-24,2.5
889,현충원,2013-09-25,0
889,현충원,2013-09-26,0
889,현충원,2013-09-27,0
889,현충원,2013-09-28,4.5
889,현충원,2013-09-29,17.5
889,현충원,2013-09-30,0.5
889,현충원,2013-10-01,0
889,현충원,2013-10-02,0
889,현충원,2013-10-03,0
889,현충원,2013-10-04,0
889,현충원,2013-10-05,0
889,현충원,2013-10-06,0
889,현충원,2013-10-07,0
889,현충원,2013-10-08,3.5
889,현충원,2013-10-09,0
889,현충원,2013-10-10,0
889,현충원,2013-10-11,2
889,현충원,2013-10-12,0
889,현충원,2013-10-13,0
889,현충원,2013-10-14,0
889,현충원,2013-10-15,4
889,현충원,2013-10-16,0
889,현충원,2013-10-17,0
889,현충원,2013-10-18,0
889,현충원,2013-10-19,0
889,현충원,2013-10-20,0
889,현충원,2013-10-21,0
889,현충원,2013-10-22,0
889,현충원,2013-10-23,0
889,현충원,2013-10-24,0
889,현충원,2013-10-25,0
889,현충원,2013-10-26,0
889,현충원,2013-10-27,0
889,현충원,2013-10-28,0
889,현충원,2013-10-29,5
889,현충원,2013-10-30,0
889,현충원,2013-10-31,0
889,현충원,2013-11-01,0
889,현충원,2013-11-02,8.5
889,현충원,2013-11-03,0.5
889,현충원,2013-11-04,0
889,현충원,2013-11-05,0
889,현충원,2013-11-06,0
889,현충원,2013-11-07,0.5
889,현충원,2013-11-08,0
889,현충원,2013-11-09,7
889,현충원,2013-11-10,0
889,현충원,2013-11-11,0
889,현충원,2013-11-12,0
889,현충원,2013-11-13,0
889,현충원,2013-11-14,0
889,현충원,2013-11-15,5.5
889,현충원,2013-11-16,1.5
889,현충원,2013-11-17,2
889,현충원,2013-11-18,0
889,현충원,2013-11-19,0
889,현충원,2013-11-20,0
889,현충원,2013-11-21,0
889,현충원,2013-11-22,0
889,현충원,2013-11-23,0
889,현충원,2013-11-24,15.5
889,현충원,2013-11-25,18
889,현충원,2013-11-26,1
889,현충원,2013-11-27,3
889,현충원,2013-11-28,0
889,현충원,2013-11-29,0
889,현충원,2013-11-30,0
889,현충원,2013-12-01,0
889,현충원,2013-12-02,0
889,현충원,2013-12-03,0
889,현충원,2013-12-04,0
889,현충원,2013-12-05,0
889,현충원,2013-12-06,0
889,현충원,2013-12-07,0
889,현충원,2013-12-08,0
889,현충원,2013-12-09,14.5
889,현충원,2013-12-10,0
889,현충원,2013-12-11,0.5
889,현충원,2013-12-12,1
889,현충원,2013-12-13,0
889,현충원,2013-12-14,0.5
889,현충원,2013-12-15,0
889,현충원,2013-12-16,0
889,현충원,2013-12-17,0
889,현충원,2013-12-18,0
889,현충원,2013-12-19,0
889,현충원,2013-12-20,0
889,현충원,2013-12-21,0
889,현충원,2013-12-22,0
889,현충원,2013-12-23,0
889,현충원,2013-12-24,0
889,현충원,2013-12-25,0
889,현충원,2013-12-26,2
889,현충원,2013-12-27,0
889,현충원,2013-12-28,0
889,현충원,2013-12-29,0
889,현충원,2013-12-30,0
889,현충원,2013-12-31,0
889,현충원,2014-01-01,0
889,현충원,2014-01-02,0
889,현충원,2014-01-03,0
889,현충원,2014-01-04,0
889,현충원,2014-01-05,0
889,현충원,2014-01-06,0
889,현충원,2014-01-07,0
889,현충원,2014-01-08,0
889,현충원,2014-01-09,0
889,현충원,2014-01-10,0
889,현충원,2014-01-11,0
889,현충원,2014-01-12,0
889,현충원,2014-01-13,0
889,현충원,2014-01-14,0
889,현충원,2014-01-15,0
889,현충원,2014-01-16,0
889,현충원,2014-01-17,0
889,현충원,2014-01-18,0
889,현충원,2014-01-19,0
889,현충원,2014-01-20,6
889,현충원,2014-01-21,0
889,현충원,2014-01-22,0
889,현충원,2014-01-23,0
889,현충원,2014-01-24,0
889,현충원,2014-01-25,3
889,현충원,2014-01-26,0
889,현충원,2014-01-27,0
889,현충원,2014-01-28,0.5
889,현충원,2014-01-29,0
889,현충원,2014-01-30,4
889,현충원,2014-01-31,0
889,현충원,2014-02-01,8
889,현충원,2014-02-02,1
889,현충원,2014-02-03,0
889,현충원,2014-02-04,0
889,현충원,2014-02-05,0
889,현충원,2014-02-06,0
889,현충원,2014-02-07,0
889,현충원,2014-02-08,3
889,현충원,2014-02-09,0
889,현충원,2014-02-10,0
889,현충원,2014-02-11,0
889,현충원,2014-02-12,0
889,현충원,2014-02-13,0
889,현충원,2014-02-14,0
889,현충원,2014-02-15,0
889,현충원,2014-02-16,0
889,현충원,2014-02-17,0
889,현충원,2014-02-18,0
889,현충원,2014-02-19,0
889,현충원,2014-02-20,0
889,현충원,2014-02-21,0
889,현충원,2014-02-22,0
889,현충원,2014-02-23,0
889,현충원,2014-02-24,0
889,현충원,2014-02-25,0
889,현충원,2014-02-26,0
889,현충원,2014-02-27,0
889,현충원,2014-02-28,0
889,현충원,2014-03-01,0
889,현충원,2014-03-02,0
889,현충원,2014-03-03,0
889,현충원,2014-03-04,0
889,현충원,2014-03-05,0
889,현충원,2014-03-06,0
889,현충원,2014-03-07,0
889,현충원,2014-03-08,0
889,현충원,2014-03-09,2.5
889,현충원,2014-03-10,0
889,현충원,2014-03-11,0
889,현충원,2014-03-12,1
889,현충원,2014-03-13,0
889,현충원,2014-03-14,0
889,현충원,2014-03-15,0
889,현충원,2014-03-16,0
889,현충원,2014-03-17,0
889,현충원,2014-03-18,0.5
889,현충원,2014-03-19,0
889,현충원,2014-03-20,0
889,현충원,2014-03-21,0
889,현충원,2014-03-22,0
889,현충원,2014-03-23,0
889,현충원,2014-03-24,0
889,현충원,2014-03-25,0
889,현충원,2014-03-26,0
889,현충원,2014-03-27,0
889,현충원,2014-03-28,0
889,현충원,2014-03-29,3
889,현충원,2014-03-30,0
889,현충원,2014-03-31,0
889,현충원,2014-04-01,0
889,현충원,2014-04-02,0
889,현충원,2014-04-03,0.5
889,현충원,2014-04-04,0
889,현충원,2014-04-05,0
889,현충원,2014-04-06,0
889,현충원,2014-04-07,0
889,현충원,2014-04-08,0
889,현충원,2014-04-09,0
889,현충원,2014-04-10,0
889,현충원,2014-04-11,0
889,현충원,2014-04-12,0
889,현충원,2014-04-13,0
889,현충원,2014-04-14,0
889,현충원,2014-04-15,0
889,현충원,2014-04-16,0
889,현충원,2014-04-17,3
889,현충원,2014-04-18,0
889,현충원,2014-04-19,0
889,현충원,2014-04-20,0
889,현충원,2014-04-21,0
889,현충원,2014-04-22,0
889,현충원,2014-04-23,0
889,현충원,2014-04-24,0
889,현충원,2014-04-25,0
889,현충원,2014-04-26,0
889,현충원,2014-04-27,8.5
889,현충원,2014-04-28,14.5
889,현충원,2014-04-29,4.5
889,현충원,2014-04-30,0
889,현충원,2014-05-01,0
889,현충원,2014-05-02,1
889,현충원,2014-05-03,0
889,현충원,2014-05-04,0.5
889,현충원,2014-05-05,0
889,현충원,2014-05-06,0
889,현충원,2014-05-07,1.5
889,현충원,2014-05-08,3.5
889,현충원,2014-05-09,0
889,현충원,2014-05-10,0
889,현충원,2014-05-11,28.5
889,현충원,2014-05-12,12
889,현충원,2014-05-13,0
889,현충원,2014-05-14,0
889,현충원,2014-05-15,0
889,현충원,2014-05-16,0
889,현충원,2014-05-17,0
889,현충원,2014-05-18,0
889,현충원,2014-05-19,0
889,현충원,2014-05-20,0
889,현충원,2014-05-21,0
889,현충원,2014-05-22,0
889,현충원,2014-05-23,0
889,현충원,2014-05-24,0
889,현충원,2014-05-25,15
889,현충원,2014-05-26,1
889,현충원,2014-05-27,0
889,현충원,2014-05-28,0
889,현충원,2014-05-29,0
889,현충원,2014-05-30,0
889,현충원,2014-05-31,0
889,현충원,2014-06-01,0
889,현충원,2014-06-02,2
889,현충원,2014-06-03,32
889,현충원,2014-06-04,0
889,현충원,2014-06-05,0
889,현충원,2014-06-06,0
889,현충원,2014-06-07,0
889,현충원,2014-06-08,0
889,현충원,2014-06-09,0
889,현충원,2014-06-10,4.5
889,현충원,2014-06-11,18
889,현충원,2014-06-12,1.5
889,현충원,2014-06-13,0
889,현충원,2014-06-14,0
889,현충원,2014-06-15,0
889,현충원,2014-06-16,0
889,현충원,2014-06-17,0
889,현충원,2014-06-18,0
889,현충원,2014-06-19,0
889,현충원,2014-06-20,1.5
889,현충원,2014-06-21,20.5
889,현충원,2014-06-22,0
889,현충원,2014-06-23,39.5
889,현충원,2014-06-24,0
889,현충원,2014-06-25,0
889,현충원,2014-06-26,0
889,현충원,2014-06-27,0
889,현충원,2014-06-28,0
889,현충원,2014-06-29,0
889,현충원,2014-06-30,0
889,현충원,2014-07-01,0
889,현충원,2014-07-02,12.5
889,현충원,2014-07-03,2.5
889,현충원,2014-07-04,0
889,현충원,2014-07-05,0
889,현충원,2014-07-06,0
889,현충원,2014-07-07,0
889,현충원,2014-07-08,0
889,현충원,2014-07-09,0
889,현충원,2014-07-10,0
889,현충원,2014-07-11,0
889,현충원,2014-07-12,0
889,현충원,2014-07-13,0
889,현충원,2014-07-14,0
889,현충원,2014-07-15,0
889,현충원,2014-07-16,0
889,현충원,2014-07-17,0
889,현충원,2014-07-18,0
889,현충원,2014-07-19,0
889,현충원,2014-07-20,0
889,현충원,2014-07-21,0
889,현충원,2014-07-22,0
889,현충원,2014-07-24,36
889,현충원,2014-07-25,36
889,현충원,2014-07-26,2
889,현충원,2014-07-27,0
889,현충원,2014-07-28,0
889,현충원,2014-07-29,0
889,현충원,2014-07-30,0
889,현충원,2014-07-31,0
889,현충원,2014-08-01,0
889,현충원,2014-08-02,0
889,현충원,2014-08-03,14
889,현충원,2014-08-04,10
889,현충원,2014-08-05,0
889,현충원,2014-08-06,12.5
889,현충원,2014-08-07,0.5
889,현충원,2014-08-08,0
889,현충원,2014-08-09,0
889,현충원,2014-08-10,31
889,현충원,2014-08-11,0
889,현충원,2014-08-12,0
889,현충원,2014-08-13,0
889,현충원,2014-08-14,1
889,현충원,2014-08-15,0
889,현충원,2014-08-16,0
889,현충원,2014-08-17,4.5
889,현충원,2014-08-18,4.5
889,현충원,2014-08-19,4.5
889,현충원,2014-08-20,0
889,현충원,2014-08-21,79
889,현충원,2014-08-22,3
889,현충원,2014-08-23,0
889,현충원,2014-08-24,0
889,현충원,2014-08-25,0
889,현충원,2014-08-26,4.5
889,현충원,2014-08-27,0
889,현충원,2014-08-28,0
889,현충원,2014-08-29,33.5
889,현충원,2014-08-30,0
889,현충원,2014-08-31,0
889,현충원,2014-09-01,18
889,현충원,2014-09-02,4.5
889,현충원,2014-09-03,53.5
889,현충원,2014-09-04,0
889,현충원,2014-09-05,0
889,현충원,2014-09-06,0
889,현충원,2014-09-07,0
889,현충원,2014-09-08,0
889,현충원,2014-09-09,0
889,현충원,2014-09-10,0
889,현충원,2014-09-11,0
889,현충원,2014-09-12,0
889,현충원,2014-09-13,0
889,현충원,2014-09-14,0
889,현충원,2014-09-15,0
889,현충원,2014-09-16,0
889,현충원,2014-09-17,0
889,현충원,2014-09-18,0
889,현충원,2014-09-19,0
889,현충원,2014-09-20,0
889,현충원,2014-09-21,0
889,현충원,2014-09-22,0
889,현충원,2014-09-23,0
889,현충원,2014-09-24,6
889,현충원,2014-09-25,0
889,현충원,2014-09-26,0
889,현충원,2014-09-27,0
889,현충원,2014-09-28,0.5
889,현충원,2014-09-29,8.5
889,현충원,2014-09-30,0
889,현충원,2014-10-01,0
889,현충원,2014-10-02,7
889,현충원,2014-10-03,0
889,현충원,2014-10-04,0
889,현충원,2014-10-05,0
889,현충원,2014-10-06,0
889,현충원,2014-10-07,0
889,현충원,2014-10-08,0
889,현충원,2014-10-09,0
889,현충원,2014-10-10,0
889,현충원,2014-10-11,0
889,현충원,2014-10-12,0
889,현충원,2014-10-13,0
889,현충원,2014-10-14,0
889,현충원,2014-10-15,0
889,현충원,2014-10-16,2.5
889,현충원,2014-10-17,0
889,현충원,2014-10-18,0
889,현충원,2014-10-19,0
889,현충원,2014-10-20,26.5
889,현충원,2014-10-21,24.5
889,현충원,2014-10-22,0
889,현충원,2014-10-23,0
889,현충원,2014-10-24,0
889,현충원,2014-10-25,0
889,현충원,2014-10-26,0
889,현충원,2014-10-27,0
889,현충원,2014-10-28,0
889,현충원,2014-10-29,0
889,현충원,2014-10-30,0
889,현충원,2014-10-31,0
889,현충원,2014-11-01,0
889,현충원,2014-11-02,4
889,현충원,2014-11-03,0
889,현충원,2014-11-04,0
889,현충원,2014-11-05,0
889,현충원,2014-11-06,0
889,현충원,2014-11-07,0
889,현충원,2014-11-08,0
889,현충원,2014-11-09,0
889,현충원,2014-11-10,0
889,현충원,2014-11-11,1.5
889,현충원,2014-11-12,3.5
889,현충원,2014-11-13,0
889,현충원,2014-11-14,0
889,현충원,2014-11-15,0
889,현충원,2014-11-16,0
889,현충원,2014-11-17,1.5
889,현충원,2014-11-18,0
889,현충원,2014-11-19,0
889,현충원,2014-11-20,0
889,현충원,2014-11-21,0
889,현충원,2014-11-22,7
889,현충원,2014-11-23,0
889,현충원,2014-11-24,0
889,현충원,2014-11-25,0
889,현충원,2014-11-26,0
889,현충원,2014-11-27,0
889,현충원,2014-11-28,17.5
889,현충원,2014-11-29,0
889,현충원,2014-11-30,8
889,현충원,2014-12-01,0.5
889,현충원,2014-12-02,0
889,현충원,2014-12-03,0.5
889,현충원,2014-12-04,0
889,현충원,2014-12-05,0
889,현충원,2014-12-06,0
889,현충원,2014-12-07,0
889,현충원,2014-12-08,0
889,현충원,2014-12-09,0
889,현충원,2014-12-10,1
889,현충원,2014-12-11,0.5
889,현충원,2014-12-12,0
889,현충원,2014-12-13,0
889,현충원,2014-12-14,0
889,현충원,2014-12-15,8
889,현충원,2014-12-16,0
889,현충원,2014-12-17,0
889,현충원,2014-12-18,0
889,현충원,2014-12-19,0
889,현충원,2014-12-20,1.5
889,현충원,2014-12-21,0
889,현충원,2014-12-22,0
889,현충원,2014-12-23,0
889,현충원,2014-12-24,0
889,현충원,2014-12-25,0
889,현충원,2014-12-26,0
889,현충원,2014-12-27,0
889,현충원,2014-12-28,0
889,현충원,2014-12-29,0
889,현충원,2014-12-30,0
889,현충원,2014-12-31,0
889,현충원,2015-01-01,0
889,현충원,2015-01-02,0
889,현충원,2015-01-03,0
889,현충원,2015-01-04,0
889,현충원,2015-01-05,0.5
889,현충원,2015-01-06,2
889,현충원,2015-01-07,0
889,현충원,2015-01-08,0
889,현충원,2015-01-09,0
889,현충원,2015-01-10,0
889,현충원,2015-01-11,0
889,현충원,2015-01-12,0
889,현충원,2015-01-13,0
889,현충원,2015-01-14,0
889,현충원,2015-01-15,0
889,현충원,2015-01-16,0
889,현충원,2015-01-17,0
889,현충원,2015-01-18,2.5
889,현충원,2015-01-19,0.5
889,현충원,2015-01-20,0
889,현충원,2015-01-21,0
889,현충원,2015-01-22,0
889,현충원,2015-01-23,0
889,현충원,2015-01-24,0
889,현충원,2015-01-25,3.5
889,현충원,2015-01-26,1
889,현충원,2015-01-27,0
889,현충원,2015-01-28,0
889,현충원,2015-01-29,0
889,현충원,2015-01-30,0
889,현충원,2015-01-31,0
889,현충원,2015-02-01,0
889,현충원,2015-02-02,0
889,현충원,2015-02-03,0
889,현충원,2015-02-04,0
889,현충원,2015-02-05,0
889,현충원,2015-02-06,0
889,현충원,2015-02-07,0
889,현충원,2015-02-08,0
889,현충원,2015-02-09,1
889,현충원,2015-02-10,0
889,현충원,2015-02-11,0
889,현충원,2015-02-12,0
889,현충원,2015-02-13,0
889,현충원,2015-02-14,0
889,현충원,2015-02-15,0
889,현충원,2015-02-16,10.5
889,현충원,2015-02-17,0.5
889,현충원,2015-02-18,0
889,현충원,2015-02-19,0
889,현충원,2015-02-20,0
889,현충원,2015-02-21,6.5
889,현충원,2015-02-22,3
889,현충원,2015-02-23,0
889,현충원,2015-02-24,0
889,현충원,2015-02-25,0.5
889,현충원,2015-02-26,1
889,현충원,2015-02-27,0
889,현충원,2015-02-28,0
889,현충원,2015-03-01,0
889,현충원,2015-03-02,0
889,현충원,2015-03-03,4.5
889,현충원,2015-03-04,0
889,현충원,2015-03-05,0
889,현충원,2015-03-06,0
889,현충원,2015-03-07,0
889,현충원,2015-03-08,0
889,현충원,2015-03-09,0
889,현충원,2015-03-10,0
889,현충원,2015-03-11,0
889,현충원,2015-03-12,0
889,현충원,2015-03-13,0.5
889,현충원,2015-03-14,0
889,현충원,2015-03-15,0
889,현충원,2015-03-16,0
889,현충원,2015-03-17,0
889,현충원,2015-03-18,1.5
889,현충원,2015-03-19,0
889,현충원,2015-03-20,0
889,현충원,2015-03-21,0
889,현충원,2015-03-22,0
889,현충원,2015-03-23,0
889,현충원,2015-03-24,0
889,현충원,2015-03-25,0
889,현충원,2015-03-26,0
889,현충원,2015-03-27,0
889,현충원,2015-03-28,0
889,현충원,2015-03-29,0
889,현충원,2015-03-30,0
889,현충원,2015-03-31,2
889,현충원,2015-04-01,3
889,현충원,2015-04-02,33
889,현충원,2015-04-03,4.5
889,현충원,2015-04-04,0
889,현충원,2015-04-05,0.5
889,현충원,2015-04-06,0
889,현충원,2015-04-07,0
889,현충원,2015-04-08,0
889,현충원,2015-04-09,0
889,현충원,2015-04-10,0
889,현충원,2015-04-11,0
889,현충원,2015-04-12,0
889,현충원,2015-04-13,4
889,현충원,2015-04-14,12
889,현충원,2015-04-15,1.5
889,현충원,2015-04-16,8
889,현충원,2015-04-17,0
889,현충원,2015-04-18,0
889,현충원,2015-04-19,15.5
889,현충원,2015-04-20,5.5
889,현충원,2015-04-21,0
889,현충원,2015-04-22,0
889,현충원,2015-04-23,0
889,현충원,2015-04-24,0
889,현충원,2015-04-25,0
889,현충원,2015-04-26,0
889,현충원,2015-04-27,0
889,현충원,2015-04-28,0
889,현충원,2015-04-29,4.5
889,현충원,2015-04-30,0
889,현충원,2015-05-01,0
889,현충원,2015-05-02,1
889,현충원,2015-05-03,5.5
889,현충원,2015-05-04,0
889,현충원,2015-05-05,0
889,현충원,2015-05-06,0
889,현충원,2015-05-07,0
889,현충원,2015-05-08,0
